service_id,vehicle_id,customer_id,service_date,service_type,service_cost,dealer_id,satisfaction_score
16170,4,1225,04-09-2024,General Service,9578,1,1
16171,4,2671,11-04-2026,Wheel Alignment,4276,6,2
16172,11,23,12-10-2023,Brake Service,28334,37,5
16173,7,2484,16-05-2024,General Service,40429,5,4
16174,10,300,28-02-2026,Battery Replacement,28518,8,2
16175,2,3573,08-05-2025,Engine Repair,28781,10,3
16176,12,2239,02-04-2025,Battery Replacement,20712,40,4
16177,3,493,25-05-2023,Battery Replacement,22432,26,1
16178,3,710,06-01-2024,General Service,9302,39,4
16179,10,1533,21-02-2025,Oil Change,20773,10,2
16180,5,4155,14-12-2025,Wheel Alignment,2304,28,1
16181,9,935,27-10-2025,Oil Change,5793,33,4
16182,6,1147,11-11-2023,Battery Replacement,2375,28,3
16183,3,845,27-03-2025,Oil Change,38697,30,5
16184,2,2304,19-10-2023,General Service,27703,5,3
16185,6,1475,02-07-2025,Oil Change,19621,15,4
16186,4,2084,17-12-2024,Oil Change,40255,29,1
16187,8,2773,07-10-2024,Oil Change,26243,12,1
16188,9,1781,07-12-2024,Battery Replacement,20731,18,1
16189,3,304,02-05-2024,Engine Repair,11787,22,4
16190,8,2764,10-11-2025,Oil Change,14175,3,4
16191,3,4586,30-04-2024,Oil Change,3819,10,5
16192,8,3989,08-01-2025,Wheel Alignment,23970,27,3
16193,4,1516,09-04-2024,Oil Change,18012,28,1
16194,12,500,14-03-2025,General Service,24409,30,2
16195,6,231,11-05-2024,Battery Replacement,37882,12,5
16196,1,1782,02-12-2023,Brake Service,34961,12,2
16197,5,2618,24-03-2024,Battery Replacement,10622,34,5
16198,11,3107,16-10-2023,Brake Service,8675,6,1
16199,8,1515,29-01-2025,Wheel Alignment,37689,26,1
16200,8,4020,04-08-2023,Wheel Alignment,6066,19,2
16201,5,346,20-04-2024,Brake Service,7003,1,3
16202,9,244,16-05-2025,Engine Repair,25394,21,1
16203,8,492,21-11-2025,Engine Repair,43294,37,4
16204,6,126,07-08-2023,Oil Change,12417,18,1
16205,5,4720,10-05-2024,Brake Service,25372,17,2
16206,6,2586,30-04-2024,General Service,38999,31,5
16207,8,2859,14-10-2025,Battery Replacement,12902,27,3
16208,6,805,09-09-2025,General Service,20491,8,3
16209,12,599,20-11-2025,Battery Replacement,20903,2,2
16210,7,557,22-10-2025,Brake Service,22639,33,5
16211,5,2168,29-09-2023,General Service,6504,21,5
16212,9,2986,15-01-2026,General Service,30547,6,2
16213,9,1302,10-10-2025,Brake Service,39945,10,3
16214,10,3479,22-03-2026,General Service,24007,9,5
16215,12,1059,21-06-2023,Battery Replacement,16483,3,1
16216,9,2865,13-03-2025,Battery Replacement,31694,5,2
16217,6,1133,04-10-2023,Brake Service,19831,1,5
16218,8,3473,12-11-2023,Brake Service,34470,1,2
16219,4,416,03-09-2025,General Service,25815,40,4
16220,5,167,21-07-2025,General Service,34387,22,2
16221,12,3920,29-06-2023,Brake Service,10361,26,1
16222,1,4666,06-04-2024,Wheel Alignment,29850,25,1
16223,10,959,14-12-2023,Oil Change,35888,9,2
16224,3,3530,04-10-2023,Engine Repair,44546,16,5
16225,4,3773,11-10-2024,Battery Replacement,23859,30,4
16226,12,2570,27-03-2025,Oil Change,18803,28,3
16227,7,677,19-05-2024,Brake Service,14850,6,2
16228,10,2418,10-10-2025,Battery Replacement,17407,20,1
16229,6,1682,19-12-2024,Oil Change,9887,9,5
16230,8,1856,26-05-2023,Brake Service,8364,30,2
16231,8,3569,11-08-2024,Oil Change,9888,26,4
16232,3,3328,16-03-2026,General Service,3380,3,5
16233,9,3157,24-02-2026,Battery Replacement,9738,29,1
16234,6,1321,21-05-2023,General Service,5484,32,4
16235,12,1466,04-02-2025,General Service,2108,3,5
16236,10,2479,10-03-2024,Oil Change,29834,23,1
16237,9,2118,16-07-2025,Brake Service,7711,32,1
16238,1,3638,01-09-2025,Brake Service,9934,1,5
16239,5,2233,15-11-2023,Brake Service,16967,22,3
16240,9,1735,11-12-2024,General Service,16425,18,5
16241,12,2606,18-01-2026,Battery Replacement,18326,8,4
16242,12,1463,17-10-2023,Wheel Alignment,22899,3,2
16243,7,587,09-12-2024,Oil Change,10359,2,1
16244,9,2722,07-08-2024,Brake Service,38505,23,1
16245,3,3835,21-09-2025,Oil Change,24204,7,4
16246,3,4501,16-10-2023,General Service,32138,20,5
16247,8,3383,24-04-2025,General Service,35689,40,1
16248,4,1447,04-05-2024,Battery Replacement,39107,40,5
16249,3,2897,21-03-2026,General Service,38959,7,4
16250,9,4599,26-08-2025,Brake Service,35932,36,3
16251,10,2533,13-11-2023,Oil Change,37487,25,5
16252,12,2268,11-10-2025,Engine Repair,3331,29,4
16253,3,3843,18-11-2025,Oil Change,2756,19,5
16254,5,3513,22-03-2024,General Service,15674,7,5
16255,10,3365,12-02-2026,Oil Change,3929,35,3
16256,12,3082,29-08-2023,Wheel Alignment,27016,20,4
16257,12,489,01-07-2024,Brake Service,10783,9,1
16258,9,1212,01-09-2024,General Service,35452,7,1
16259,2,250,23-02-2025,Engine Repair,25683,30,3
16260,8,4116,12-01-2024,Brake Service,38322,19,3
16261,11,4467,10-05-2025,Engine Repair,29952,28,4
16262,6,4662,14-01-2025,General Service,29693,10,4
16263,6,1284,17-04-2025,Oil Change,29090,11,5
16264,7,16,02-03-2026,Battery Replacement,36872,32,3
16265,11,4649,15-05-2026,Brake Service,4074,37,5
16266,2,125,12-06-2023,Battery Replacement,21679,4,1
16267,5,1415,12-07-2023,General Service,41956,2,2
16268,5,4566,03-08-2023,Battery Replacement,17478,13,1
16269,4,3173,15-07-2024,Wheel Alignment,43574,20,2
16270,12,1300,08-08-2023,General Service,8269,26,2
16271,9,3293,09-07-2025,General Service,21372,38,2
16272,1,4855,04-06-2024,Battery Replacement,6645,34,4
16273,11,1199,29-01-2025,Wheel Alignment,44961,8,1
16274,8,818,06-11-2023,Brake Service,8451,9,2
16275,8,688,27-11-2023,Engine Repair,32086,8,5
16276,4,2697,16-12-2024,Battery Replacement,16473,34,1
16277,3,4945,12-12-2024,Wheel Alignment,11645,23,3
16278,11,2337,28-03-2026,Wheel Alignment,19693,33,2
16279,9,4991,12-03-2026,Battery Replacement,6197,26,3
16280,9,4389,02-11-2025,Battery Replacement,20073,22,4
16281,8,804,14-01-2024,Engine Repair,14775,25,1
16282,6,2947,05-08-2023,Oil Change,40353,29,1
16283,11,4847,01-01-2024,General Service,40139,1,2
16284,9,297,12-12-2024,Engine Repair,36868,6,4
16285,9,4060,25-06-2024,Wheel Alignment,16348,4,3
16286,10,3773,03-08-2024,Brake Service,23029,5,1
16287,10,3636,11-08-2023,Brake Service,20480,28,3
16288,9,662,08-04-2025,Brake Service,39523,18,5
16289,12,4389,27-06-2025,Oil Change,26666,9,2
16290,12,4774,20-03-2024,Wheel Alignment,6567,2,4
16291,7,447,19-01-2024,General Service,36703,33,4
16292,12,2052,08-12-2025,Engine Repair,11819,35,5
16293,11,3682,13-12-2023,Wheel Alignment,20453,35,2
16294,1,1164,04-01-2026,Wheel Alignment,7905,35,5
16295,9,2432,07-12-2025,Oil Change,32704,32,3
16296,2,1440,23-07-2024,General Service,33353,34,1
16297,9,2371,28-01-2026,Oil Change,13864,15,4
16298,2,510,25-05-2024,Battery Replacement,25537,36,1
16299,6,3212,02-03-2026,Battery Replacement,26518,30,2
16300,2,2418,08-05-2026,Wheel Alignment,21697,36,2
16301,1,715,27-02-2026,Battery Replacement,41752,11,4
16302,5,941,02-10-2023,Engine Repair,44151,32,3
16303,2,3705,30-01-2024,Brake Service,11623,34,2
16304,9,4865,04-01-2026,Engine Repair,15755,30,4
16305,5,604,15-06-2023,Engine Repair,34255,11,1
16306,8,2476,05-11-2024,Battery Replacement,34704,1,4
16307,7,3911,09-06-2025,Wheel Alignment,43922,27,3
16308,6,3896,18-05-2024,Brake Service,38767,38,2
16309,2,624,30-01-2026,Brake Service,42700,14,3
16310,9,4364,14-05-2025,Engine Repair,20208,18,3
16311,1,1248,08-02-2026,Wheel Alignment,36287,40,2
16312,7,3089,10-09-2025,Oil Change,37925,21,2
16313,3,4481,26-07-2024,Brake Service,34422,26,5
16314,9,1455,01-04-2026,Battery Replacement,5213,1,1
16315,6,4956,18-03-2025,Engine Repair,39158,34,1
16316,5,2559,01-11-2025,Wheel Alignment,30245,14,3
16317,9,3336,30-01-2026,Oil Change,42777,13,1
16318,3,4525,19-02-2024,Oil Change,33775,5,5
16319,9,4996,08-12-2025,Oil Change,41431,10,5
16320,3,2112,28-01-2025,Wheel Alignment,13729,5,3
16321,8,342,23-09-2024,Oil Change,17244,20,5
16322,5,167,12-09-2024,Engine Repair,16231,5,4
16323,4,619,03-04-2026,Wheel Alignment,16761,9,5
16324,11,3808,13-08-2023,Engine Repair,30817,6,4
16325,4,1183,10-03-2024,Wheel Alignment,18272,4,5
16326,9,3753,23-06-2024,Battery Replacement,3801,9,1
16327,12,2632,03-04-2024,Wheel Alignment,25917,21,5
16328,4,162,06-11-2023,Brake Service,42654,3,3
16329,1,1914,11-03-2024,Engine Repair,40530,34,1
16330,2,1003,31-03-2026,Engine Repair,19657,40,3
16331,7,1317,24-03-2026,Battery Replacement,22997,16,2
16332,4,1989,18-04-2024,Battery Replacement,31215,32,3
16333,11,592,28-08-2023,Wheel Alignment,29381,14,5
16334,7,4648,14-09-2024,Engine Repair,14327,19,5
16335,4,2321,30-10-2023,Engine Repair,13417,3,4
16336,8,833,05-11-2024,Engine Repair,21462,30,3
16337,11,2804,22-07-2024,General Service,41583,30,5
16338,1,3892,20-09-2025,Wheel Alignment,15690,31,2
16339,3,655,07-12-2025,Oil Change,21940,34,5
16340,9,1403,03-01-2025,General Service,33818,38,4
16341,11,1155,03-12-2024,Oil Change,6412,24,5
16342,4,859,02-03-2024,Battery Replacement,24728,7,1
16343,6,2266,11-12-2023,Brake Service,27503,13,2
16344,11,318,16-11-2023,Brake Service,44399,34,2
16345,7,4472,14-08-2025,Wheel Alignment,19846,7,4
16346,12,4895,20-11-2024,Oil Change,7843,13,5
16347,7,2199,24-02-2026,Battery Replacement,42884,7,3
16348,2,2080,04-03-2024,Battery Replacement,38631,37,5
16349,3,3260,07-08-2024,Engine Repair,12647,39,2
16350,8,351,01-12-2023,Oil Change,12544,34,4
16351,7,2152,30-09-2025,Wheel Alignment,18339,19,4
16352,1,1361,02-05-2026,Wheel Alignment,28158,38,5
16353,3,2789,30-08-2023,Oil Change,9684,29,2
16354,7,2444,29-09-2024,General Service,13483,2,1
16355,10,2717,05-10-2023,Brake Service,14826,38,5
16356,12,128,27-06-2023,Brake Service,42148,17,1
16357,5,1863,27-03-2025,Brake Service,44244,27,1
16358,2,818,11-07-2023,Brake Service,43000,21,1
16359,4,873,03-08-2025,General Service,38292,8,5
16360,1,12,13-04-2026,Wheel Alignment,9314,26,3
16361,10,4872,02-04-2026,Brake Service,10179,40,5
16362,5,2404,30-11-2024,Brake Service,25299,39,1
16363,5,3320,25-05-2023,Engine Repair,13606,3,3
16364,5,4059,13-02-2026,Battery Replacement,5495,11,4
16365,5,2975,25-11-2025,Wheel Alignment,14661,26,4
16366,4,4402,25-05-2025,Engine Repair,39146,25,3
16367,4,2974,01-05-2025,Oil Change,31156,21,3
16368,8,1893,04-05-2025,Wheel Alignment,11149,37,5
16369,4,557,18-06-2024,Battery Replacement,38499,35,4
16370,5,1713,23-10-2025,Engine Repair,22431,6,3
16371,5,252,08-12-2025,General Service,9712,37,5
16372,10,1477,09-07-2025,General Service,26398,17,3
16373,8,1414,27-03-2025,General Service,22609,10,4
16374,6,1349,23-02-2026,Wheel Alignment,43499,36,2
16375,10,1149,31-10-2023,General Service,14622,8,3
16376,2,2739,12-04-2025,General Service,26976,4,2
16377,7,1638,07-07-2025,Brake Service,27404,20,5
16378,9,2754,08-08-2024,Engine Repair,36730,5,4
16379,6,4071,29-12-2023,Wheel Alignment,44951,1,4
16380,2,2006,10-01-2024,Oil Change,23722,38,4
16381,9,4536,19-12-2023,Oil Change,23205,8,4
16382,8,1352,11-09-2023,Engine Repair,14746,21,2
16383,6,3605,23-03-2025,Wheel Alignment,39384,38,1
16384,10,1887,05-10-2025,Battery Replacement,4672,14,5
16385,4,2950,19-11-2023,Engine Repair,6885,24,1
16386,3,4396,01-05-2025,Battery Replacement,41996,16,5
16387,12,3123,23-03-2026,Battery Replacement,33693,8,3
16388,10,2844,20-06-2023,Oil Change,31421,25,3
16389,8,4578,14-12-2025,Brake Service,29560,10,4
16390,10,1979,10-09-2023,General Service,16618,33,3
16391,8,215,21-03-2024,Brake Service,32002,3,1
16392,5,3282,10-02-2024,General Service,25493,19,5
16393,4,220,19-02-2024,Battery Replacement,29059,12,4
16394,9,4677,09-07-2024,Oil Change,42317,30,4
16395,5,1835,10-11-2023,Engine Repair,13305,39,3
16396,12,1928,11-02-2024,Wheel Alignment,12903,35,4
16397,6,799,16-01-2025,Brake Service,23402,39,4
16398,7,2855,20-03-2025,Battery Replacement,33800,18,2
16399,5,182,09-02-2024,General Service,34689,1,1
16400,7,2255,11-07-2024,Engine Repair,10908,1,5
16401,1,3271,13-08-2023,Engine Repair,3232,40,4
16402,7,833,29-03-2024,Engine Repair,38682,34,1
16403,1,4463,28-10-2023,General Service,32906,12,1
16404,4,255,25-10-2025,Wheel Alignment,30326,38,1
16405,9,3126,29-11-2025,Oil Change,30784,34,3
16406,10,1978,26-01-2024,Engine Repair,12372,28,1
16407,4,2563,20-09-2024,Battery Replacement,30245,38,2
16408,6,2591,02-09-2024,Battery Replacement,35581,20,2
16409,1,1346,08-11-2025,Wheel Alignment,39685,12,1
16410,5,2926,29-07-2025,Brake Service,36712,3,1
16411,10,158,28-11-2024,Battery Replacement,23978,3,4
16412,6,856,27-10-2025,Wheel Alignment,21824,7,1
16413,12,1190,05-09-2025,Oil Change,31370,28,1
16414,11,1445,04-04-2025,Oil Change,41131,27,1
16415,5,4849,21-03-2024,Battery Replacement,23453,26,5
16416,4,2311,11-01-2024,Oil Change,29714,1,4
16417,4,4474,30-10-2024,Wheel Alignment,3536,16,3
16418,4,2476,24-09-2025,Wheel Alignment,31214,22,3
16419,3,3950,22-05-2023,Wheel Alignment,36436,21,4
16420,3,2824,27-04-2025,Engine Repair,36273,14,1
16421,12,3831,28-06-2023,Battery Replacement,11293,26,2
16422,10,3106,26-02-2024,Wheel Alignment,16048,31,2
16423,3,2599,17-05-2025,Oil Change,32138,16,3
16424,5,2121,31-10-2023,Brake Service,26403,15,2
16425,9,2195,29-03-2026,Brake Service,36926,4,1
16426,4,1911,09-07-2025,Engine Repair,19838,14,1
16427,8,1846,09-12-2024,Wheel Alignment,9165,28,5
16428,7,2116,24-05-2023,Battery Replacement,6611,36,4
16429,7,4698,24-02-2025,Wheel Alignment,38026,10,5
16430,11,3148,28-04-2026,Wheel Alignment,24520,2,3
16431,5,225,06-09-2025,Engine Repair,8923,33,2
16432,9,3997,24-02-2024,General Service,12781,15,2
16433,7,1754,08-06-2025,General Service,29710,38,5
16434,10,2357,11-05-2026,Engine Repair,22319,33,5
16435,12,598,06-11-2025,General Service,25829,29,2
16436,2,2960,15-04-2026,Engine Repair,35748,38,1
16437,2,1962,11-04-2024,Engine Repair,33268,33,3
16438,10,3964,17-11-2023,Engine Repair,29898,10,5
16439,12,1441,17-12-2023,Wheel Alignment,42309,21,3
16440,8,1517,23-07-2025,Brake Service,20514,29,2
16441,6,2959,01-09-2025,Wheel Alignment,16608,25,4
16442,1,1734,02-03-2025,Engine Repair,4414,35,5
16443,12,3942,11-02-2024,Brake Service,31487,4,1
16444,7,1909,21-08-2024,Wheel Alignment,26284,24,2
16445,5,3707,20-01-2026,Wheel Alignment,16375,9,5
16446,10,1054,30-03-2024,General Service,24188,22,2
16447,4,1557,09-11-2023,Brake Service,8890,18,5
16448,3,2269,30-03-2026,Battery Replacement,24491,10,2
16449,10,987,10-07-2023,Oil Change,31692,27,4
16450,6,1553,07-09-2024,Wheel Alignment,16108,25,4
16451,1,4361,10-02-2024,Engine Repair,5058,10,1
16452,8,1356,24-05-2024,Oil Change,37849,39,5
16453,11,413,27-10-2023,Wheel Alignment,36173,18,4
16454,9,1472,26-07-2023,Brake Service,18170,30,2
16455,11,655,25-03-2026,Wheel Alignment,30403,38,5
16456,4,3739,18-10-2024,Wheel Alignment,43737,36,5
16457,12,237,06-09-2023,Wheel Alignment,10355,39,2
16458,8,336,18-12-2025,Oil Change,14039,24,1
16459,5,3586,21-07-2024,Oil Change,10649,6,2
16460,11,3563,03-04-2026,Wheel Alignment,7410,40,5
16461,4,4958,28-12-2025,General Service,8957,6,4
16462,1,1727,11-02-2026,Brake Service,27122,36,3
16463,10,4469,21-01-2024,Wheel Alignment,12462,16,1
16464,3,2374,14-01-2026,Battery Replacement,18723,6,4
16465,7,827,27-06-2025,Battery Replacement,14616,6,2
16466,3,4893,26-04-2024,Wheel Alignment,17269,30,4
16467,8,4119,16-08-2025,Wheel Alignment,20973,29,2
16468,8,4155,17-01-2024,Wheel Alignment,34486,15,3
16469,4,4433,13-06-2023,Oil Change,29628,40,3
16470,5,2122,11-01-2026,Brake Service,35798,29,3
16471,3,3822,17-12-2023,Engine Repair,35820,16,4
16472,2,2380,11-07-2024,Engine Repair,16361,37,1
16473,6,941,19-03-2025,Brake Service,26023,2,4
16474,11,773,04-09-2024,Oil Change,37373,15,3
16475,11,1609,04-09-2025,Brake Service,34580,3,3
16476,12,4379,30-06-2025,Brake Service,36066,20,5
16477,1,1304,15-02-2025,General Service,24217,17,1
16478,10,3707,27-02-2025,Wheel Alignment,10843,2,4
16479,12,2524,25-01-2026,Engine Repair,34389,5,3
16480,8,4565,22-03-2026,General Service,8646,35,2
16481,4,2066,19-02-2024,Oil Change,32935,3,4
16482,8,2716,11-03-2024,Engine Repair,13548,26,5
16483,5,3235,09-11-2025,Wheel Alignment,17112,24,5
16484,1,1058,25-11-2023,Wheel Alignment,19917,7,1
16485,9,4899,12-08-2023,Engine Repair,32626,27,2
16486,4,3733,20-03-2024,Oil Change,30996,34,5
16487,9,4177,11-12-2025,Oil Change,21784,1,1
16488,4,227,26-11-2023,Oil Change,40368,38,3
16489,11,1180,12-12-2025,Brake Service,2334,36,4
16490,9,4161,14-07-2023,Brake Service,39217,31,1
16491,10,710,30-08-2024,Wheel Alignment,16563,18,3
16492,9,3435,07-09-2025,Oil Change,25862,10,5
16493,5,1871,07-04-2026,Engine Repair,15625,8,2
16494,2,4095,17-10-2023,Wheel Alignment,31381,6,3
16495,2,4790,23-09-2024,Brake Service,33341,18,3
16496,9,376,13-02-2025,Oil Change,36778,1,4
16497,11,4847,09-06-2023,Brake Service,13281,38,5
16498,7,1500,12-02-2024,Wheel Alignment,35826,2,4
16499,11,4445,30-06-2025,Brake Service,26966,36,2
16500,10,4683,16-04-2024,Battery Replacement,12334,28,1
16501,10,4174,14-08-2023,Brake Service,13171,26,2
16502,3,3385,04-05-2025,Wheel Alignment,9290,39,2
16503,11,4925,03-08-2024,Wheel Alignment,28045,4,3
16504,2,1142,13-12-2024,Brake Service,3656,8,4
16505,9,4989,11-09-2023,Battery Replacement,44214,5,4
16506,5,483,20-12-2023,Engine Repair,29925,6,3
16507,7,4104,24-10-2025,Wheel Alignment,33610,29,2
16508,3,2423,06-02-2025,Engine Repair,3176,15,1
16509,10,1437,02-11-2025,General Service,26997,20,5
16510,7,3263,13-12-2025,Oil Change,13042,22,5
16511,3,3152,19-12-2023,Wheel Alignment,8978,37,3
16512,4,2374,08-01-2024,Battery Replacement,42767,22,5
16513,7,970,23-12-2023,Brake Service,25674,33,5
16514,1,4244,12-03-2024,Oil Change,33127,21,3
16515,4,1927,14-02-2024,Battery Replacement,10284,3,4
16516,2,3131,10-11-2025,Brake Service,37738,3,2
16517,7,1529,12-02-2026,Engine Repair,34563,5,1
16518,10,4267,09-08-2025,General Service,38167,17,3
16519,10,1189,12-11-2024,Wheel Alignment,2207,19,1
16520,2,3382,07-09-2023,Oil Change,6040,29,2
16521,7,4120,27-09-2024,Brake Service,2954,13,4
16522,3,3083,07-01-2026,Brake Service,25327,9,2
16523,12,204,29-04-2024,Battery Replacement,18770,27,3
16524,12,1699,25-06-2025,Brake Service,21435,33,3
16525,3,4791,06-04-2024,Battery Replacement,29999,3,3
16526,9,3866,22-02-2026,General Service,22163,33,2
16527,11,4247,11-07-2025,Brake Service,27803,18,1
16528,8,647,22-06-2024,Wheel Alignment,32741,14,2
16529,4,4324,09-08-2025,Brake Service,39807,27,3
16530,2,685,26-05-2025,Oil Change,4755,8,4
16531,9,4037,10-01-2024,Brake Service,5066,38,3
16532,2,3522,16-07-2025,Brake Service,33516,23,3
16533,8,4198,02-10-2025,Battery Replacement,15064,15,5
16534,3,2399,25-02-2026,Oil Change,39754,15,3
16535,8,2225,16-12-2025,Oil Change,9038,32,4
16536,6,323,18-08-2025,General Service,7793,17,3
16537,5,925,19-01-2025,Brake Service,39194,29,3
16538,3,2725,26-05-2025,General Service,24594,20,4
16539,12,1141,15-01-2024,General Service,6238,11,4
16540,7,913,07-08-2025,Battery Replacement,35516,8,2
16541,3,2774,04-01-2025,Brake Service,31858,25,2
16542,11,150,07-03-2026,General Service,6503,2,3
16543,5,2724,28-01-2026,Battery Replacement,4378,28,1
16544,3,1821,28-04-2026,General Service,18051,33,3
16545,10,3407,28-06-2024,Engine Repair,9978,35,1
16546,12,2437,03-10-2025,Oil Change,2044,8,1
16547,10,740,03-02-2024,General Service,33640,7,5
16548,11,4279,09-02-2026,Brake Service,12799,8,3
16549,3,1939,03-06-2024,Engine Repair,24651,22,4
16550,6,1552,02-02-2024,Oil Change,43840,24,1
16551,4,2314,11-08-2025,Oil Change,10811,19,3
16552,1,2330,08-03-2026,Oil Change,17695,24,5
16553,3,2021,24-07-2024,Engine Repair,12803,36,3
16554,12,1592,12-10-2025,Brake Service,26066,24,1
16555,4,809,04-11-2024,Brake Service,44032,37,5
16556,9,2643,23-01-2024,Brake Service,37145,17,2
16557,6,4159,02-03-2026,Engine Repair,15235,31,1
16558,1,4192,21-12-2025,Battery Replacement,17765,24,3
16559,6,3923,28-12-2025,Brake Service,17932,32,2
16560,4,1902,17-12-2025,Engine Repair,10669,22,2
16561,6,2976,06-04-2024,Oil Change,2173,28,1
16562,9,1196,05-05-2025,Brake Service,11182,33,2
16563,2,1508,19-05-2025,Battery Replacement,6615,6,1
16564,9,2108,12-07-2025,Engine Repair,36331,23,3
16565,2,494,02-10-2025,Wheel Alignment,41836,35,5
16566,6,4562,04-07-2025,General Service,34550,19,4
16567,9,1303,03-10-2024,Oil Change,33225,1,5
16568,8,807,10-11-2024,Oil Change,42957,39,4
16569,6,4789,13-11-2023,Battery Replacement,40819,34,2
16570,11,1831,22-08-2023,General Service,11075,28,3
16571,11,77,03-12-2025,Brake Service,20656,31,3
16572,7,4732,15-11-2025,Engine Repair,37299,21,1
16573,2,97,13-10-2024,General Service,36046,28,2
16574,3,1165,01-05-2026,General Service,27464,36,2
16575,1,3597,30-06-2023,Engine Repair,19701,36,2
16576,8,4702,19-02-2025,Oil Change,41313,38,5
16577,11,3742,03-03-2024,Wheel Alignment,29187,6,3
16578,11,3377,27-09-2023,General Service,43956,14,3
16579,3,311,30-10-2025,Oil Change,36237,14,1
16580,7,2850,12-09-2024,Engine Repair,20677,10,3
16581,5,2483,03-04-2024,Engine Repair,40705,5,2
16582,1,3076,03-05-2025,Oil Change,31823,11,5
16583,8,4025,29-08-2023,Engine Repair,32322,37,1
16584,2,2098,21-11-2024,Wheel Alignment,39910,1,4
16585,1,2920,14-03-2025,Engine Repair,26340,11,4
16586,9,42,03-05-2024,General Service,39258,32,2
16587,7,2102,26-09-2025,General Service,40640,12,3
16588,7,3618,19-12-2025,Oil Change,9418,24,3
16589,6,2624,29-05-2024,Wheel Alignment,20260,19,5
16590,8,713,11-09-2024,General Service,30134,27,3
16591,2,3475,26-07-2025,General Service,14725,31,5
16592,11,6,23-03-2024,Brake Service,37099,32,3
16593,12,4978,11-10-2023,Engine Repair,35260,5,5
16594,1,1584,21-08-2023,Oil Change,18983,36,3
16595,8,639,13-08-2023,Brake Service,3595,5,4
16596,3,4671,03-03-2026,Engine Repair,38187,18,2
16597,9,2175,25-07-2024,Engine Repair,32711,20,2
16598,7,2102,29-06-2024,Engine Repair,11869,22,1
16599,9,1014,22-11-2023,General Service,37216,6,4
16600,10,1732,03-09-2024,Wheel Alignment,14171,10,4
16601,9,2921,29-05-2024,Engine Repair,27175,31,3
16602,12,2658,23-05-2024,Oil Change,36797,34,2
16603,3,3087,18-04-2025,Brake Service,32470,18,1
16604,12,2490,27-09-2024,General Service,16962,29,5
16605,3,1946,04-10-2023,Brake Service,24299,15,2
16606,3,4802,13-08-2025,Wheel Alignment,44503,8,4
16607,2,1393,16-11-2025,Wheel Alignment,7677,35,1
16608,2,4267,22-04-2025,Battery Replacement,2961,40,4
16609,3,3671,08-02-2025,General Service,18617,38,1
16610,9,4005,25-08-2025,Battery Replacement,38359,6,2
16611,1,4189,14-07-2023,Battery Replacement,29306,23,1
16612,11,355,13-02-2025,Oil Change,25409,38,5
16613,12,1906,23-05-2023,Engine Repair,34731,16,1
16614,3,1821,27-03-2024,Engine Repair,32945,14,3
16615,7,4906,09-04-2024,Brake Service,34110,8,4
16616,4,4241,02-06-2023,Brake Service,14376,13,5
16617,5,2786,26-02-2025,Wheel Alignment,12790,22,3
16618,1,366,02-04-2025,Wheel Alignment,21058,32,3
16619,4,4820,26-04-2026,Battery Replacement,15583,24,3
16620,11,2305,22-10-2024,General Service,32246,4,4
16621,2,1987,31-03-2024,Battery Replacement,20448,21,2
16622,9,4552,29-02-2024,General Service,33098,17,1
16623,2,4205,01-10-2023,Wheel Alignment,42325,23,1
16624,3,2402,15-11-2023,General Service,4790,23,3
16625,6,4765,21-06-2023,Engine Repair,20638,9,1
16626,2,4316,13-06-2023,Wheel Alignment,29096,3,1
16627,4,3375,18-07-2025,Battery Replacement,40959,36,5
16628,12,4533,28-04-2024,Brake Service,16806,16,4
16629,11,371,15-10-2025,Battery Replacement,3559,26,5
16630,3,4204,01-08-2025,Oil Change,32032,26,3
16631,5,701,29-08-2024,General Service,14630,14,4
16632,4,2562,18-07-2025,General Service,37723,29,4
16633,12,1112,17-07-2024,General Service,31212,37,4
16634,10,3034,17-04-2024,Battery Replacement,3227,27,3
16635,7,3881,01-12-2023,Oil Change,16841,39,5
16636,11,3094,01-09-2025,Engine Repair,33554,32,3
16637,12,3120,25-01-2024,Brake Service,41135,19,3
16638,11,1696,17-11-2024,Brake Service,41146,20,3
16639,2,2356,21-10-2023,General Service,33283,1,3
16640,1,596,21-06-2024,Battery Replacement,26042,4,1
16641,7,2462,21-09-2024,Engine Repair,13937,24,5
16642,1,4884,21-02-2024,Engine Repair,28062,9,2
16643,7,1363,01-08-2023,Wheel Alignment,27013,33,1
16644,8,1091,13-02-2025,Engine Repair,37650,7,4
16645,5,4966,20-06-2023,Oil Change,20058,14,5
16646,6,1144,15-12-2025,Wheel Alignment,44828,24,1
16647,10,3022,05-04-2025,Oil Change,39768,26,5
16648,6,1120,09-01-2025,Wheel Alignment,8841,14,3
16649,11,4756,05-12-2023,Engine Repair,2643,3,1
16650,12,370,06-01-2025,Battery Replacement,12286,18,4
16651,9,4633,16-06-2025,Engine Repair,20871,40,2
16652,12,4676,04-09-2024,Wheel Alignment,42353,8,2
16653,8,4168,30-10-2025,Battery Replacement,37694,12,2
16654,9,1423,17-08-2025,Engine Repair,2225,23,5
16655,9,1139,16-11-2023,Wheel Alignment,35923,36,3
16656,7,3618,28-11-2024,General Service,34154,21,3
16657,8,1977,08-09-2024,Wheel Alignment,28370,12,5
16658,4,4893,23-05-2025,Wheel Alignment,15134,34,4
