loan_id,order_id,loan_amount,interest_rate,loan_tenure_months,emi_amount,loan_status,credit_score_band,default_flag
7017,2501,827516,10.46,48,17239.92,Active,Low,1
7018,10329,517968,10.22,60,8632.8,Active,Low,1
7019,11136,1993850,10.77,48,41538.54,Active,Medium,1
7020,565,653298,10.61,48,13610.38,Closed,Medium,0
7021,1583,2341524,13.48,60,39025.4,Active,High,0
7022,5546,1174706,10.04,60,19578.43,Active,Medium,0
7023,2176,2359412,11.32,24,98308.83,Active,Medium,0
7024,9925,2118246,8.06,72,29420.08,Active,Low,1
7025,12455,1206078,12.15,72,16751.08,Active,Low,1
7026,14971,1049600,10.79,36,29155.56,Active,High,1
7027,3934,776581,13.5,48,16178.77,Closed,Low,1
7028,11945,668479,13.42,36,18568.86,Active,Low,0
7029,2708,743815,12.13,24,30992.29,Active,High,0
7030,14815,906052,7.85,24,37752.17,Active,Low,1
7031,9977,1802989,11.4,36,50083.03,Active,Medium,1
7032,5212,1278167,10.37,72,17752.32,Closed,High,0
7033,14586,2001598,10.99,72,27799.97,Active,Low,1
7034,9211,883854,10.24,36,24551.5,Active,High,1
7035,11927,671600,13.18,48,13991.67,Active,Medium,0
7036,3536,1706122,10.59,60,28435.37,Active,Low,1
7037,8266,1687253,8.73,24,70302.21,Default,Medium,1
7038,14401,911941,12.85,24,37997.54,Active,Low,1
7039,2398,867807,12.45,60,14463.45,Active,Medium,1
7040,6658,1321683,8.15,36,36713.42,Active,Medium,0
7041,3740,969434,7.87,36,26928.72,Closed,Low,0
7042,11702,565987,13.93,24,23582.79,Active,Medium,0
7043,822,1109375,9.61,48,23111.98,Closed,High,1
7044,2064,1113884,14.07,36,30941.22,Active,High,0
7045,13831,1305734,10.51,24,54405.58,Default,Low,1
7046,10121,683915,8.4,24,28496.46,Default,High,1
7047,82,871784,10.65,36,24216.22,Active,High,1
7048,5420,1497758,9.44,60,24962.63,Active,High,1
7049,14633,1252125,14.17,48,26085.94,Active,High,0
7050,13898,1249052,12.9,60,20817.53,Active,High,0
7051,9905,700763,10.25,48,14599.23,Active,High,1
7052,2698,1325430,8.6,48,27613.12,Closed,High,0
7053,832,2005432,9.45,48,41779.83,Closed,Low,1
7054,4575,689471,11.17,60,11491.18,Closed,Medium,0
7055,3827,552532,9.03,48,11511.08,Active,Low,0
7056,5925,1704114,13.45,24,71004.75,Active,High,0
7057,10718,642693,10.82,24,26778.88,Active,High,1
7058,1398,1462322,9.04,36,40620.06,Active,Low,1
7059,10252,1176670,8.72,60,19611.17,Active,High,0
7060,2834,1372074,12.04,48,28584.88,Closed,Low,1
7061,9922,991118,10.94,36,27531.06,Default,Low,1
7062,13949,843788,13.45,48,17578.92,Closed,Low,1
7063,14301,593844,14,60,9897.4,Active,Medium,0
7064,13132,1282848,12.97,36,35634.67,Closed,High,1
7065,13268,1696298,9.4,72,23559.69,Default,Medium,0
7066,11599,2180191,14.49,48,45420.65,Active,Medium,1
7067,49,705485,8.49,60,11758.08,Default,High,0
7068,9157,1454502,11.81,72,20201.42,Active,Low,0
7069,8551,2149077,12.18,72,29848.29,Active,Medium,0
7070,12895,1969680,10.87,48,41035,Default,Low,1
7071,6513,607485,11.74,24,25311.88,Active,Medium,0
7072,11437,462709,12.47,60,7711.82,Active,Low,1
7073,7336,944566,10.51,60,15742.77,Active,High,0
7074,11242,956025,8.63,60,15933.75,Closed,Medium,1
7075,6358,1107697,9.99,72,15384.68,Active,High,1
7076,4096,548228,13.86,72,7614.28,Active,High,0
7077,2690,983527,11.68,24,40980.29,Closed,High,1
7078,1190,2391386,7.84,72,33213.69,Active,Low,1
7079,11483,1235783,10.08,48,25745.48,Default,High,0
7080,4846,1093274,11.72,48,22776.54,Closed,Medium,0
7081,5211,623544,14.37,48,12990.5,Active,Low,0
7082,3991,1090726,8.61,24,45446.92,Closed,Medium,0
7083,2374,988893,14.46,24,41203.88,Closed,Low,0
7084,11040,1030535,11.73,72,14312.99,Active,High,1
7085,5677,1693712,11.54,36,47047.56,Active,High,0
7086,12039,2682247,13.91,60,44704.12,Default,Low,0
7087,2759,660602,11.52,48,13762.54,Closed,Medium,0
7088,9937,1359245,14.44,36,37756.81,Default,Low,0
7089,6608,1171231,13.39,72,16267.1,Default,Medium,0
7090,9748,765111,13.88,24,31879.62,Closed,Low,1
7091,9640,1431717,11.76,36,39769.92,Active,Medium,1
7092,2489,785931,7.99,48,16373.56,Active,Medium,0
7093,2580,876448,11.75,24,36518.67,Active,Low,1
7094,12740,2016653,10.38,36,56018.14,Active,Low,1
7095,12134,1379396,11.25,60,22989.93,Closed,Medium,1
7096,3881,1032674,12.7,72,14342.69,Active,High,0
7097,14462,1604876,11.63,48,33434.92,Default,Low,1
7098,8855,718591,11.3,48,14970.65,Active,High,1
7099,9528,1565837,13.73,36,43495.47,Active,Medium,1
7100,4935,777032,14,60,12950.53,Active,Medium,1
7101,13772,704368,13,36,19565.78,Active,High,1
7102,8146,852270,14.26,60,14204.5,Active,Low,1
7103,2210,804583,8.45,48,16762.15,Active,High,0
7104,5236,802880,12.46,36,22302.22,Active,Low,0
7105,3946,1949964,11.93,24,81248.5,Default,Low,0
7106,11818,535493,12.8,72,7437.4,Closed,Low,0
7107,9695,658517,12.14,60,10975.28,Active,Medium,0
7108,2165,916975,13.74,60,15282.92,Active,High,1
7109,2887,2051663,10.83,72,28495.32,Default,Low,1
7110,7853,1339072,13.44,24,55794.67,Active,Medium,1
7111,10821,796295,13.3,36,22119.31,Active,Low,0
7112,14907,1546869,13.58,60,25781.15,Default,High,0
7113,517,851978,12.25,48,17749.54,Default,High,1
7114,11668,932437,10.3,36,25901.03,Default,Low,1
7115,12144,740197,11.12,36,20561.03,Active,Low,1
7116,5667,1463665,9.69,24,60986.04,Active,Low,1
7117,173,915345,10.7,24,38139.38,Active,Medium,1
7118,640,817809,8.78,72,11358.46,Active,High,0
7119,9864,1237092,10.13,72,17181.83,Active,Medium,0
7120,8936,439426,14.38,60,7323.77,Active,Low,1
7121,14402,1622025,9.25,24,67584.38,Active,High,1
7122,7691,707918,10.6,24,29496.58,Active,Low,1
7123,5066,828639,10.42,36,23017.75,Active,High,0
7124,1144,799777,13.24,48,16662.02,Default,Medium,1
7125,10770,963138,9.87,72,13376.92,Active,Medium,0
7126,13666,1351050,12.07,36,37529.17,Active,High,1
7127,12554,1525520,11.64,48,31781.67,Active,High,1
7128,9947,751944,11.03,72,10443.67,Default,Medium,0
7129,1833,802071,10.91,72,11139.88,Active,Medium,1
7130,14782,1394959,10.91,60,23249.32,Active,High,1
7131,8863,1099920,8.94,72,15276.67,Closed,Low,1
7132,3687,2831009,8.44,72,39319.57,Active,High,1
7133,6228,1232485,7.86,72,17117.85,Active,Low,0
7134,5701,601948,10.43,24,25081.17,Active,High,1
7135,11347,635105,8.05,36,17641.81,Active,Medium,1
7136,13576,921122,11.12,36,25586.72,Active,Low,0
7137,4538,1180525,14.18,36,32792.36,Closed,Low,0
7138,3516,1985071,14.3,60,33084.52,Active,High,0
7139,9669,578447,13.1,48,12050.98,Active,Medium,0
7140,835,640796,11.03,24,26699.83,Active,High,0
7141,2487,707613,13.76,36,19655.92,Active,Low,0
7142,11960,651543,9.2,72,9049.21,Closed,Low,1
7143,8540,1468685,14.07,24,61195.21,Active,Low,0
7144,9287,2245293,9.33,36,62369.25,Active,Low,0
7145,12798,1181913,12.07,72,16415.46,Active,Low,1
7146,13230,572669,9.88,72,7953.74,Active,Low,0
7147,9317,1282543,8.31,60,21375.72,Active,Medium,1
7148,5468,754228,10.63,60,12570.47,Active,Low,0
7149,4916,2585911,14.49,60,43098.52,Active,High,1
7150,66,2447597,8.78,72,33994.4,Default,High,0
7151,8038,2507368,13.75,48,52236.83,Closed,High,0
7152,8406,631074,14.05,36,17529.83,Default,Medium,0
7153,13072,1141356,7.55,60,19022.6,Active,High,1
7154,2025,839670,11.12,60,13994.5,Closed,High,0
7155,1873,1343196,13.36,48,27983.25,Closed,High,0
7156,355,2078146,13.37,36,57726.28,Active,Low,1
7157,5361,1350341,9.87,48,28132.1,Active,High,0
7158,1768,881437,8.69,60,14690.62,Active,Low,1
7159,12390,2648984,13.41,36,73582.89,Closed,High,0
7160,9395,1337759,12.01,60,22295.98,Closed,Medium,0
7161,6406,1385925,9.56,60,23098.75,Active,High,0
7162,4763,1093903,9.4,72,15193.1,Active,High,1
7163,1165,1131952,9.64,72,15721.56,Active,High,0
7164,12139,2133896,10,48,44456.17,Closed,Medium,1
7165,13189,512801,10.82,36,14244.47,Active,Medium,0
7166,3396,1455198,9.92,36,40422.17,Active,Medium,1
7167,8286,1170062,7.9,48,24376.29,Active,Medium,1
7168,12704,783677,9.7,36,21768.81,Active,High,0
7169,4569,572849,8.02,36,15912.47,Active,Low,0
7170,9309,1060106,12.72,36,29447.39,Default,High,0
7171,3128,681328,11.48,60,11355.47,Closed,High,0
7172,13583,770171,11.69,48,16045.23,Active,Medium,1
7173,6947,1295089,8.81,72,17987.35,Active,Medium,1
7174,310,679771,12.97,36,18882.53,Active,Medium,1
7175,7204,620779,7.84,60,10346.32,Active,Medium,1
7176,8594,2016995,13.75,24,84041.46,Active,High,1
7177,14086,725514,12.72,72,10076.58,Active,High,1
7178,10630,2344999,13.68,36,65138.86,Active,Medium,0
7179,11618,634719,12.68,60,10578.65,Closed,Medium,0
7180,4355,679787,7.67,24,28324.46,Active,Medium,1
7181,8894,1292112,10.97,48,26919,Closed,Low,1
7182,10445,865834,8.56,24,36076.42,Active,Medium,0
7183,8205,1466548,8.53,24,61106.17,Active,Medium,1
7184,3588,587548,12.41,72,8160.39,Active,High,0
7185,7224,1040126,7.85,24,43338.58,Active,Low,0
7186,2584,810042,10.76,60,13500.7,Active,Low,0
7187,7421,1033042,10.8,24,43043.42,Active,Low,1
7188,2771,1465597,13.11,24,61066.54,Active,Medium,0
7189,4813,917958,12.18,36,25498.83,Default,High,1
7190,10783,551766,7.67,36,15326.83,Default,Medium,1
7191,10204,989689,11.83,72,13745.68,Active,Low,0
7192,5088,1094561,13.92,24,45606.71,Active,Medium,1
7193,325,1046368,9.31,72,14532.89,Active,Low,1
7194,5172,463072,12.9,72,6431.56,Active,Low,0
7195,5649,1150168,8.72,24,47923.67,Active,High,0
7196,6744,1041658,12.41,60,17360.97,Active,Low,0
7197,3210,1874170,12.55,24,78090.42,Active,Low,0
7198,9308,2345788,7.71,72,32580.39,Closed,Low,1
7199,3906,2074236,11.93,24,86426.5,Active,High,0
7200,12362,2702950,10.5,60,45049.17,Active,Low,1
7201,1293,867246,10.53,48,18067.62,Active,High,1
7202,5639,2008124,13.7,60,33468.73,Active,High,0
7203,14434,1241251,10.93,60,20687.52,Active,Low,0
7204,8500,1523081,10.77,72,21153.9,Active,Low,1
7205,8900,909594,12.66,24,37899.75,Active,High,1
7206,2380,843586,9.13,24,35149.42,Active,High,1
7207,10432,600281,13.94,24,25011.71,Active,Medium,1
7208,9498,1195675,12.88,48,24909.9,Active,High,1
7209,3635,914345,12.14,60,15239.08,Closed,Low,1
7210,4170,703205,10.23,48,14650.1,Active,Medium,0
7211,8688,1885410,12.48,72,26186.25,Active,Low,1
7212,6659,1277074,9.2,72,17737.14,Active,Low,0
7213,12752,510046,13.2,72,7083.97,Active,Medium,0
7214,14716,1140672,8.39,24,47528,Active,Low,1
7215,3429,531361,14.07,48,11070.02,Active,Medium,1
7216,4422,2123856,13.43,36,58996,Closed,Low,0
7217,1102,909212,11.34,72,12627.94,Closed,Medium,0
7218,12794,1577047,8.66,60,26284.12,Active,Low,1
7219,7901,2662165,13.03,72,36974.51,Active,Low,0
7220,14308,2071632,13.39,36,57545.33,Active,High,0
7221,3251,2190168,12.29,72,30419,Active,Medium,1
7222,4410,2420866,11.3,36,67246.28,Default,High,0
7223,4141,756596,8.77,72,10508.28,Active,Low,1
7224,3558,904945,9.46,36,25137.36,Active,Low,1
7225,710,598133,11.15,24,24922.21,Closed,Medium,0
7226,119,1421614,12.23,72,19744.64,Active,High,0
7227,2023,1432665,8.43,72,19898.12,Active,Low,0
7228,4599,593804,14.31,72,8247.28,Active,Low,0
7229,7287,2100831,8.43,48,43767.31,Active,High,0
7230,6131,2187558,12.95,60,36459.3,Closed,Medium,1
7231,10948,740488,10.96,48,15426.83,Active,Low,1
7232,6953,1208053,8.65,24,50335.54,Default,Medium,1
7233,13498,985225,13.94,72,13683.68,Default,Low,1
7234,2375,669209,10.81,48,13941.85,Active,Low,0
7235,14450,684660,12.24,36,19018.33,Default,High,0
7236,10748,2741895,8.01,72,38081.88,Active,Medium,0
7237,9355,1049965,12.43,48,21874.27,Active,Low,1
7238,5228,1365926,13.76,24,56913.58,Closed,Low,1
7239,11809,1125908,14.3,24,46912.83,Active,Medium,0
7240,6607,530713,8,24,22113.04,Active,High,0
7241,4682,662026,11.79,48,13792.21,Default,Low,1
7242,13692,989283,8.41,72,13740.04,Active,Medium,0
7243,8376,670131,10.23,24,27922.12,Closed,Low,1
7244,5004,849167,9.58,48,17690.98,Active,Medium,0
7245,9364,857422,9.76,72,11908.64,Active,Low,0
7246,12924,707838,8.25,36,19662.17,Active,Low,1
7247,10355,742252,8.93,48,15463.58,Active,Low,0
7248,4274,1160413,9.06,60,19340.22,Closed,Medium,0
7249,5740,646996,8.28,48,13479.08,Active,High,0
7250,12600,668252,7.72,60,11137.53,Active,Low,1
7251,9116,1216341,13.1,72,16893.62,Active,Low,1
7252,13740,841613,11.91,24,35067.21,Active,Medium,0
7253,5471,1467945,8.16,72,20388.12,Active,High,1
7254,5817,626592,7.96,72,8702.67,Closed,High,1
7255,1159,1872331,14.16,60,31205.52,Active,Low,1
7256,13360,918796,10.5,60,15313.27,Active,Low,1
7257,8893,687860,12.57,24,28660.83,Active,High,1
7258,88,812792,9.43,36,22577.56,Active,High,1
7259,7703,1209015,13.71,24,50375.62,Active,Medium,0
7260,3383,1768352,13.04,36,49120.89,Closed,Low,1
7261,13433,560555,12.35,36,15570.97,Default,High,0
7262,11489,583055,8.57,24,24293.96,Active,Low,0
7263,404,879850,14.43,60,14664.17,Closed,Medium,1
7264,14601,2417074,10.6,60,40284.57,Default,Medium,0
7265,3351,620866,11.15,60,10347.77,Active,Low,1
7266,12483,1764818,9.84,60,29413.63,Default,High,0
7267,7592,769240,12.22,24,32051.67,Active,Medium,1
7268,14940,883049,7.84,36,24529.14,Active,Medium,1
7269,6379,740928,13.53,24,30872,Closed,Low,0
7270,2242,684181,8.89,60,11403.02,Active,Medium,0
7271,10677,1951682,11.14,48,40660.04,Closed,Low,0
7272,6553,1023792,14.39,72,14219.33,Active,High,1
7273,7560,921413,12.81,36,25594.81,Active,Medium,0
7274,13640,1179010,9.07,36,32750.28,Closed,Low,1
7275,6311,577433,8.04,48,12029.85,Active,High,0
7276,1028,976535,13.41,48,20344.48,Active,Medium,1
7277,14731,1982819,13.98,72,27539.15,Active,High,0
7278,3804,787916,8.17,36,21886.56,Active,Low,1
7279,5518,1074508,10.5,24,44771.17,Default,Medium,1
7280,2437,664463,8.45,36,18457.31,Active,Low,1
7281,4690,1174288,8,72,16309.56,Active,Low,0
7282,10125,1189925,10.01,72,16526.74,Closed,Low,1
7283,5299,1422102,13.56,48,29627.12,Active,Medium,1
7284,1279,937058,14.32,48,19522.04,Active,Medium,0
7285,9237,468937,9.08,72,6513.01,Active,Medium,0
7286,6857,1497505,7.54,60,24958.42,Active,Medium,1
7287,2043,835068,8.32,48,17397.25,Active,Medium,0
7288,14613,1088234,7.95,60,18137.23,Closed,Low,0
7289,6655,2001198,7.8,60,33353.3,Active,Medium,1
7290,6075,772114,10.78,48,16085.71,Active,Low,0
7291,5158,808374,13.55,72,11227.42,Active,Medium,1
7292,1426,2059095,11.99,60,34318.25,Active,Medium,0
7293,5028,847533,11.66,60,14125.55,Active,Medium,0
7294,5282,625452,14.18,24,26060.5,Default,Medium,0
7295,9217,1149242,7.96,60,19154.03,Active,High,1
7296,1503,944768,11.38,24,39365.33,Active,Medium,1
7297,14612,1440871,8.42,72,20012.1,Active,Medium,1
7298,12846,1105564,11.47,24,46065.17,Active,Medium,0
7299,12276,2007161,12.36,36,55754.47,Active,Medium,1
7300,9676,579282,10.31,48,12068.38,Active,High,1
7301,12869,636636,9.28,72,8842.17,Closed,Medium,1
7302,6065,652389,14.36,72,9060.96,Active,High,0
7303,679,731440,8.71,60,12190.67,Active,Low,1
7304,6674,1999133,12.55,36,55531.47,Active,Medium,1
7305,5852,874549,9.76,24,36439.54,Active,Medium,0
7306,7195,2509556,11.21,36,69709.89,Active,Medium,0
7307,10415,777067,14.43,60,12951.12,Closed,Low,0
7308,5266,715496,12.3,72,9937.44,Active,Medium,0
7309,7552,2531352,12.33,48,52736.5,Active,Medium,1
7310,13336,2524302,10.51,36,70119.5,Active,High,0
7311,11069,591015,14.34,36,16417.08,Active,Low,0
7312,5054,1067457,11.16,36,29651.58,Closed,High,1
7313,5216,533798,7.84,24,22241.58,Closed,Low,1
7314,1851,1499696,9.96,60,24994.93,Active,Medium,1
7315,6523,1002215,8.67,48,20879.48,Closed,High,0
7316,1071,1026367,11.12,72,14255.1,Active,Medium,1
7317,7935,964924,9.58,48,20102.58,Active,Low,1
7318,6785,851127,12.39,48,17731.81,Active,High,0
7319,7407,1304344,10.29,72,18115.89,Active,Low,0
7320,2481,1348185,12.95,48,28087.19,Closed,Medium,0
7321,12462,1304366,11.56,72,18116.19,Closed,Medium,0
7322,3393,530216,9.02,36,14728.22,Closed,Medium,1
7323,1100,2031890,13.39,48,42331.04,Active,Medium,0
7324,5485,2008654,13.87,48,41846.96,Closed,Low,1
7325,9104,1682861,11.56,24,70119.21,Active,High,0
7326,11607,730288,12.61,72,10142.89,Closed,High,1
7327,419,545682,11.49,36,15157.83,Active,High,1
7328,9470,2276467,8.99,60,37941.12,Active,Low,0
7329,5820,1014908,9.83,24,42287.83,Active,Medium,0
7330,7891,1251165,13.66,48,26065.94,Closed,High,1
7331,1948,1066679,13.08,48,22222.48,Closed,High,1
7332,8451,751563,11.97,48,15657.56,Default,Low,1
7333,3337,2190639,9.22,24,91276.62,Closed,Medium,1
7334,2300,961465,12.38,72,13353.68,Active,High,0
7335,9163,1006836,14.13,24,41951.5,Default,Medium,0
7336,10908,2225750,13.83,60,37095.83,Active,Medium,1
7337,14670,525631,11.67,24,21901.29,Active,Medium,1
7338,209,1540459,8.58,72,21395.26,Active,Medium,0
7339,8289,730357,10.66,72,10143.85,Active,Low,0
7340,3683,700524,11.53,48,14594.25,Active,Medium,0
7341,13681,498286,7.73,48,10380.96,Active,Low,1
7342,8223,1604700,13.24,24,66862.5,Active,High,1
7343,14573,1005899,12.69,48,20956.23,Active,Low,0
7344,529,1142661,12.57,60,19044.35,Active,Low,0
7345,5330,1273589,8.87,60,21226.48,Active,High,1
7346,780,751434,10.32,24,31309.75,Active,Medium,1
7347,723,2120154,13.43,48,44169.88,Active,Low,1
7348,7429,822276,11.33,72,11420.5,Active,Medium,0
7349,9512,854384,14.47,60,14239.73,Active,Low,0
7350,7314,792525,10.06,36,22014.58,Default,Medium,0
7351,1861,906461,8.41,48,18884.6,Active,High,0
7352,12721,960343,9.96,24,40014.29,Active,High,1
7353,14342,2361327,10.59,48,49194.31,Active,Low,0
7354,12703,2148553,7.59,24,89523.04,Active,Medium,1
7355,13616,1010619,13.05,24,42109.12,Active,Medium,0
7356,1993,2010096,8.61,24,83754,Active,Low,1
7357,2333,611762,12.22,36,16993.39,Closed,Low,1
7358,10325,1066349,7.84,24,44431.21,Active,Medium,0
7359,6340,911231,11.24,60,15187.18,Active,Medium,1
7360,9914,614499,9.58,72,8534.71,Active,Low,1
7361,13714,691092,9.88,72,9598.5,Active,High,0
7362,6118,1560144,7.68,60,26002.4,Active,Low,1
7363,3460,1407145,9.53,72,19543.68,Closed,Low,0
7364,7615,926548,12.94,24,38606.17,Active,Medium,0
7365,6568,2119503,11.72,60,35325.05,Active,Low,0
7366,11269,1201637,11.73,48,25034.1,Active,Low,0
7367,8298,1696539,10.43,36,47126.08,Active,High,0
7368,11767,991690,11.95,60,16528.17,Default,Medium,0
7369,9337,1062788,10.08,60,17713.13,Active,High,1
7370,5493,868290,11.5,72,12059.58,Active,High,0
7371,13513,2232891,12.35,48,46518.56,Active,Low,0
7372,4519,2178097,7.66,48,45377.02,Active,Low,1
7373,10992,1278318,12.48,36,35508.83,Default,Medium,1
7374,8198,2291736,14.13,36,63659.33,Active,High,0
7375,5139,1881281,12.57,36,52257.81,Active,Low,1
7376,6756,2769723,11.17,24,115405.12,Closed,Medium,1
7377,11196,1018386,13.08,72,14144.25,Active,Medium,0
7378,14129,961784,13.04,36,26716.22,Active,Medium,1
7379,258,1707214,11.29,72,23711.31,Active,High,0
7380,14950,1200486,13.85,60,20008.1,Active,Low,0
7381,13231,1899138,11.7,36,52753.83,Closed,Low,1
7382,12923,1226200,13.87,60,20436.67,Active,High,0
7383,11962,1106076,14.14,60,18434.6,Active,Medium,0
7384,6932,1036974,9.41,48,21603.62,Active,Low,1
7385,9602,1221108,13.24,48,25439.75,Default,Medium,0
7386,14381,810183,10.19,72,11252.54,Default,Medium,1
7387,3626,1648744,12.13,60,27479.07,Active,High,0
7388,703,1071748,14.07,72,14885.39,Closed,Low,1
7389,3190,620943,9.33,72,8624.21,Active,Low,0
7390,504,2208525,14.24,48,46010.94,Active,Low,1
7391,11785,1232756,13.5,72,17121.61,Active,Low,0
7392,13233,799444,13.88,60,13324.07,Closed,Medium,0
7393,5442,910330,12.33,60,15172.17,Closed,Low,1
7394,2557,593208,13.95,36,16478,Active,Low,1
7395,849,631903,13.24,36,17552.86,Active,Medium,0
7396,2249,1506789,10.04,48,31391.44,Active,Medium,0
7397,5617,1300113,11.69,24,54171.38,Closed,High,1
7398,9453,1339502,12.59,48,27906.29,Active,Medium,1
7399,373,559915,9.56,48,11664.9,Active,Low,1
7400,13290,839428,10.65,48,17488.08,Active,High,0
7401,5318,1130661,12.03,36,31407.25,Active,High,1
7402,10625,1673531,12.78,24,69730.46,Closed,Medium,0
7403,5488,805369,12.8,72,11185.68,Default,High,1
7404,5304,1469183,10.51,36,40810.64,Closed,Medium,1
7405,4053,649869,7.59,48,13538.94,Active,Medium,1
7406,3938,663767,11.95,72,9218.99,Active,Medium,1
7407,6253,1251523,12.3,48,26073.4,Active,Medium,0
7408,14841,884037,9.73,24,36834.88,Active,High,0
7409,9547,1390067,13.61,24,57919.46,Active,Low,0
7410,12228,641018,8.28,60,10683.63,Closed,Medium,0
7411,12563,1237341,14.15,36,34370.58,Active,Low,1
7412,4077,2055984,13.82,24,85666,Active,Medium,0
7413,998,961069,12.47,72,13348.18,Active,High,1
7414,4333,750384,9.94,60,12506.4,Closed,Medium,0
7415,8611,711542,10.31,60,11859.03,Active,Low,0
7416,1177,2421148,11.79,60,40352.47,Active,High,1
7417,14532,679954,8.99,24,28331.42,Default,Low,0
7418,552,833283,8.62,24,34720.12,Active,Low,0
7419,4841,678940,13.8,60,11315.67,Active,Low,0
7420,12440,1067381,8.58,60,17789.68,Active,High,0
7421,4373,1040651,9.23,36,28906.97,Closed,Medium,1
7422,3498,1405410,9.62,24,58558.75,Active,High,1
7423,14873,912614,14.2,60,15210.23,Default,Medium,0
7424,14575,2017904,14.21,24,84079.33,Active,Medium,1
7425,14790,662575,13.4,24,27607.29,Active,Low,1
7426,1408,802246,13.14,48,16713.46,Active,Low,1
7427,12475,1378115,7.76,60,22968.58,Default,Low,1
7428,12605,758779,8.52,72,10538.6,Default,Medium,0
7429,5177,836106,9.87,36,23225.17,Default,Low,1
7430,5830,824618,8.21,24,34359.08,Default,High,1
7431,6063,599040,11.95,72,8320,Active,High,0
7432,7793,609306,11.4,48,12693.88,Active,High,0
7433,12851,588512,13.01,48,12260.67,Active,Low,1
7434,6776,607332,14.03,24,25305.5,Active,High,1
7435,3589,1486494,11.5,36,41291.5,Active,Low,0
7436,14696,2591280,12.85,36,71980,Active,Medium,1
7437,10267,875480,7.94,60,14591.33,Active,Medium,1
7438,694,2063434,13.25,60,34390.57,Closed,Medium,0
7439,2534,1010092,9.33,72,14029.06,Closed,Low,1
7440,5012,587257,7.93,72,8156.35,Active,Medium,1
7441,3444,1340342,7.75,36,37231.72,Active,Low,1
7442,983,1330223,14.31,24,55425.96,Active,Medium,0
7443,9373,1161881,13.64,60,19364.68,Active,Low,0
7444,5944,1891682,13.86,72,26273.36,Default,Medium,0
7445,14132,890461,8.73,72,12367.51,Active,Low,0
7446,4223,878257,10.33,48,18297.02,Default,Medium,0
7447,92,789386,12.96,60,13156.43,Closed,High,0
7448,5653,652469,10.28,72,9062.07,Closed,Medium,1
7449,2267,1168164,10.65,24,48673.5,Active,Medium,0
7450,10724,975796,8.42,36,27105.44,Active,Low,0
7451,8032,596379,11.08,60,9939.65,Closed,High,0
7452,9513,1057126,9.6,72,14682.31,Active,Low,1
7453,9574,560097,8.22,72,7779.12,Active,Medium,0
7454,262,1641044,8,36,45584.56,Active,High,1
7455,14660,1292353,14.23,36,35898.69,Active,Medium,0
7456,3338,1081215,9.22,36,30033.75,Active,Medium,0
7457,5498,1008133,12.23,60,16802.22,Closed,Low,0
7458,14793,1200671,10.51,36,33351.97,Default,Medium,0
7459,4017,1913607,13.97,36,53155.75,Active,High,1
7460,3627,1363457,13.44,60,22724.28,Active,Low,0
7461,10564,1483509,9.9,36,41208.58,Active,High,0
7462,446,503207,13.16,48,10483.48,Closed,High,1
7463,6753,2152283,11.93,60,35871.38,Closed,Medium,0
7464,5112,1299830,8.92,60,21663.83,Closed,Low,0
7465,5966,1790467,7.51,36,49735.19,Active,High,0
7466,3556,523915,13.55,60,8731.92,Active,High,1
7467,2195,1092024,9.74,48,22750.5,Closed,High,1
7468,9599,1264295,13.94,72,17559.65,Closed,Low,1
7469,7339,1739706,8.38,24,72487.75,Active,Low,0
7470,12817,1051600,10.7,24,43816.67,Active,Medium,1
7471,3368,1800495,8.89,48,37510.31,Active,High,1
7472,9953,1265623,11.83,36,35156.19,Closed,Low,0
7473,2868,1555359,13.19,48,32403.31,Closed,Medium,1
7474,2527,1514492,12.19,72,21034.61,Active,High,0
7475,12084,2155064,14.2,24,89794.33,Active,Low,0
7476,7564,1486606,14.43,72,20647.31,Active,High,0
7477,8292,655783,10.79,36,18216.19,Active,Medium,1
7478,10224,556139,12.35,48,11586.23,Active,Medium,1
7479,1169,655661,9.9,72,9106.4,Active,Medium,0
7480,4145,1429524,13.41,72,19854.5,Active,Low,0
7481,5150,592685,8.82,60,9878.08,Active,High,0
7482,85,2018219,13.52,60,33636.98,Active,Medium,0
7483,3150,1298892,9.32,60,21648.2,Active,High,1
7484,12629,856449,14.21,48,17842.69,Default,Low,1
7485,881,1070909,9.7,24,44621.21,Active,High,1
7486,6748,1171872,9.7,48,24414,Active,Medium,0
7487,14366,894473,10.91,72,12423.24,Active,High,1
7488,6536,866545,10.73,48,18053.02,Closed,Low,1
7489,14334,2030613,13.64,72,28202.96,Closed,Medium,1
7490,9057,699440,7.97,48,14571.67,Active,Low,1
7491,1468,929998,13.31,60,15499.97,Active,High,0
7492,10937,838200,8.02,60,13970,Default,Low,1
7493,5642,589692,9.36,72,8190.17,Closed,Low,0
7494,6538,1886270,13.08,24,78594.58,Active,Medium,1
7495,9419,1031939,14.45,48,21498.73,Closed,High,0
7496,453,1324795,9.65,60,22079.92,Active,Medium,1
7497,4327,1115643,11.91,36,30990.08,Active,Medium,0
7498,4045,654215,13.13,72,9086.32,Active,High,0
7499,11576,1526426,11.99,60,25440.43,Active,Low,0
7500,4138,1513738,13.31,72,21024.14,Active,Medium,1
7501,3040,2329379,13.33,72,32352.49,Closed,High,1
7502,9097,796357,12.89,24,33181.54,Active,High,1
7503,13275,955121,8.49,36,26531.14,Default,High,1
